PA,SZ,TOD,Hse,Time
Southern Islands,Sentosa,HDB 5-Room and Executive Flats,0,2001
Southern Islands,Sentosa,HUDC Flats (excluding those privatised),0,2001
Southern Islands,Sentosa,Landed Properties,0,2001
Southern Islands,Sentosa,Condominiums and Other Apartments,0,2001
Southern Islands,Sentosa,Others,0,2001
Southern Islands,Southern Group,HDB 1- and 2-Room Flats,0,2001
Southern Islands,Southern Group,HDB 3-Room Flats,0,2001
Southern Islands,Southern Group,HDB 4-Room Flats,0,2001
Southern Islands,Southern Group,HDB 5-Room and Executive Flats,0,2001
Southern Islands,Southern Group,HUDC Flats (excluding those privatised),0,2001
Southern Islands,Southern Group,Landed Properties,0,2001
Southern Islands,Southern Group,Condominiums and Other Apartments,0,2001
