PA,SZ,TOD,Hse,Time
Bukit Batok,Bukit Batok East,HDB 3-Room Flats,2390,2019
Bukit Batok,Bukit Batok East,HDB 4-Room Flats,1530,2019
Bukit Batok,Bukit Batok East,HDB 5-Room and Executive Flats,580,2019
Bukit Batok,Bukit Batok East,HUDC Flats (excluding those privatised),0,2019
Bukit Batok,Bukit Batok East,Landed Properties,0,2019
Bukit Batok,Bukit Batok East,Condominiums and Other Apartments,0,2019
Bukit Batok,Bukit Batok East,Others,80,2019
Bukit Batok,Bukit Batok South,HDB 1- and 2-Room Flats,0,2019
Bukit Batok,Bukit Batok South,HDB 3-Room Flats,140,2019
Bukit Batok,Bukit Batok South,HDB 4-Room Flats,2030,2019
Bukit Batok,Bukit Batok South,HDB 5-Room and Executive Flats,1770,2019
Bukit Batok,Bukit Batok South,HUDC Flats (excluding those privatised),0,2019
Bukit Batok,Bukit Batok South,Landed Properties,170,2019
Bukit Batok,Bukit Batok South,Condominiums and Other Apartments,530,2019
Bukit Batok,Bukit Batok South,Others,0,2019
Bukit Batok,Bukit Batok West,HDB 1- and 2-Room Flats,0,2019
Bukit Batok,Bukit Batok West,HDB 3-Room Flats,2060,2019
Bukit Batok,Bukit Batok West,HDB 4-Room Flats,1850,2019
Bukit Batok,Bukit Batok West,HDB 5-Room and Executive Flats,1100,2019
Bukit Batok,Bukit Batok West,HUDC Flats (excluding those privatised),0,2019
Bukit Batok,Bukit Batok West,Landed Properties,0,2019
Bukit Batok,Bukit Batok West,Condominiums and Other Apartments,0,2019
Bukit Batok,Bukit Batok West,Others,60,2019
Bukit Batok,Gombak,HDB 1- and 2-Room Flats,0,2019
Bukit Batok,Gombak,HDB 3-Room Flats,0,2019
Bukit Batok,Gombak,HDB 4-Room Flats,1320,2019
Bukit Batok,Gombak,HDB 5-Room and Executive Flats,810,2019
Bukit Batok,Gombak,HUDC Flats (excluding those privatised),0,2019
Bukit Batok,Gombak,Landed Properties,730,2019
Bukit Batok,Gombak,Condominiums and Other Apartments,480,2019
Bukit Batok,Gombak,Others,20,2019
Bukit Batok,Guilin,HDB 1- and 2-Room Flats,0,2019
Bukit Batok,Guilin,HDB 3-Room Flats,1390,2019
Bukit Batok,Guilin,HDB 4-Room Flats,660,2019
Bukit Batok,Guilin,HDB 5-Room and Executive Flats,630,2019
Bukit Batok,Guilin,HUDC Flats (excluding those privatised),0,2019
Bukit Batok,Guilin,Landed Properties,0,2019
Bukit Batok,Guilin,Condominiums and Other Apartments,2140,2019
Bukit Batok,Guilin,Others,10,2019
Bukit Batok,Hillview,HDB 1- and 2-Room Flats,0,2019
Bukit Batok,Hillview,HDB 3-Room Flats,0,2019
Bukit Batok,Hillview,HDB 4-Room Flats,0,2019
Bukit Batok,Hillview,HDB 5-Room and Executive Flats,0,2019
Bukit Batok,Hillview,HUDC Flats (excluding those privatised),0,2019
Bukit Batok,Hillview,Landed Properties,640,2019
Bukit Batok,Hillview,Condominiums and Other Apartments,7360,2019
Bukit Batok,Hillview,Others,10,2019
Bukit Batok,Hong Kah North,HDB 1- and 2-Room Flats,380,2019
Bukit Batok,Hong Kah North,HDB 3-Room Flats,3010,2019
Bukit Batok,Hong Kah North,HDB 4-Room Flats,3750,2019
Bukit Batok,Hong Kah North,HDB 5-Room and Executive Flats,1130,2019
Bukit Batok,Hong Kah North,HUDC Flats (excluding those privatised),0,2019
Bukit Batok,Hong Kah North,Landed Properties,0,2019
Bukit Batok,Hong Kah North,Condominiums and Other Apartments,460,2019
Bukit Batok,Hong Kah North,Others,90,2019
Bukit Merah,Alexandra Hill,HDB 1- and 2-Room Flats,1820,2019
Bukit Merah,Alexandra Hill,HDB 3-Room Flats,1140,2019
Bukit Merah,Alexandra Hill,HDB 4-Room Flats,1280,2019
Bukit Merah,Alexandra Hill,HDB 5-Room and Executive Flats,980,2019
Bukit Merah,Alexandra Hill,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Alexandra Hill,Landed Properties,0,2019
Bukit Merah,Alexandra Hill,Condominiums and Other Apartments,0,2019
Bukit Merah,Alexandra Hill,Others,210,2019
Bukit Merah,Alexandra North,HDB 1- and 2-Room Flats,0,2019
Bukit Merah,Alexandra North,HDB 3-Room Flats,0,2019
Bukit Merah,Alexandra North,HDB 4-Room Flats,0,2019
Bukit Merah,Alexandra North,HDB 5-Room and Executive Flats,0,2019
Bukit Merah,Alexandra North,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Alexandra North,Landed Properties,0,2019
Bukit Merah,Alexandra North,Condominiums and Other Apartments,1870,2019
Bukit Merah,Alexandra North,Others,0,2019
Bukit Merah,Bukit Ho Swee,HDB 1- and 2-Room Flats,1900,2019
Bukit Merah,Bukit Ho Swee,HDB 3-Room Flats,2410,2019
Bukit Merah,Bukit Ho Swee,HDB 4-Room Flats,1060,2019
Bukit Merah,Bukit Ho Swee,HDB 5-Room and Executive Flats,600,2019
Bukit Merah,Bukit Ho Swee,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Bukit Ho Swee,Landed Properties,0,2019
Bukit Merah,Bukit Ho Swee,Condominiums and Other Apartments,380,2019
Bukit Merah,Bukit Ho Swee,Others,90,2019
Bukit Merah,Bukit Merah,HDB 1- and 2-Room Flats,0,2019
Bukit Merah,Bukit Merah,HDB 3-Room Flats,60,2019
Bukit Merah,Bukit Merah,HDB 4-Room Flats,0,2019
Bukit Merah,Bukit Merah,HDB 5-Room and Executive Flats,290,2019
Bukit Merah,Bukit Merah,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Bukit Merah,Landed Properties,0,2019
Bukit Merah,Bukit Merah,Condominiums and Other Apartments,0,2019
Bukit Merah,Bukit Merah,Others,40,2019
Bukit Merah,City Terminals,HDB 1- and 2-Room Flats,0,2019
Bukit Merah,City Terminals,HDB 3-Room Flats,0,2019
Bukit Merah,City Terminals,HDB 4-Room Flats,0,2019
Bukit Merah,City Terminals,HDB 5-Room and Executive Flats,0,2019
Bukit Merah,City Terminals,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,City Terminals,Landed Properties,0,2019
Bukit Merah,City Terminals,Condominiums and Other Apartments,0,2019
Bukit Merah,City Terminals,Others,0,2019
Bukit Merah,Depot Road,HDB 1- and 2-Room Flats,110,2019
Bukit Merah,Depot Road,HDB 3-Room Flats,130,2019
Bukit Merah,Depot Road,HDB 4-Room Flats,770,2019
Bukit Merah,Depot Road,HDB 5-Room and Executive Flats,680,2019
Bukit Merah,Depot Road,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Depot Road,Landed Properties,0,2019
Bukit Merah,Depot Road,Condominiums and Other Apartments,1040,2019
Bukit Merah,Depot Road,Others,0,2019
Bukit Merah,Everton Park,HDB 1- and 2-Room Flats,210,2019
Bukit Merah,Everton Park,HDB 3-Room Flats,800,2019
Bukit Merah,Everton Park,HDB 4-Room Flats,880,2019
Bukit Merah,Everton Park,HDB 5-Room and Executive Flats,1170,2019
Bukit Merah,Everton Park,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Everton Park,Landed Properties,120,2019
Bukit Merah,Everton Park,Condominiums and Other Apartments,920,2019
Bukit Merah,Everton Park,Others,60,2019
Bukit Merah,Henderson Hill,HDB 1- and 2-Room Flats,2180,2019
Bukit Merah,Henderson Hill,HDB 3-Room Flats,1890,2019
Bukit Merah,Henderson Hill,HDB 4-Room Flats,1440,2019
Bukit Merah,Henderson Hill,HDB 5-Room and Executive Flats,390,2019
Bukit Merah,Henderson Hill,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Henderson Hill,Landed Properties,0,2019
Bukit Merah,Henderson Hill,Condominiums and Other Apartments,110,2019
Bukit Merah,Henderson Hill,Others,10,2019
Bukit Merah,Kampong Tiong Bahru,HDB 1- and 2-Room Flats,1020,2019
Bukit Merah,Kampong Tiong Bahru,HDB 3-Room Flats,1730,2019
Bukit Merah,Kampong Tiong Bahru,HDB 4-Room Flats,600,2019
Bukit Merah,Kampong Tiong Bahru,HDB 5-Room and Executive Flats,340,2019
Bukit Merah,Kampong Tiong Bahru,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Kampong Tiong Bahru,Landed Properties,0,2019
Bukit Merah,Kampong Tiong Bahru,Condominiums and Other Apartments,0,2019
Bukit Merah,Kampong Tiong Bahru,Others,90,2019
Bukit Merah,Maritime Square,HDB 1- and 2-Room Flats,0,2019
Bukit Merah,Maritime Square,HDB 3-Room Flats,0,2019
Bukit Merah,Maritime Square,HDB 4-Room Flats,0,2019
Bukit Merah,Maritime Square,HDB 5-Room and Executive Flats,0,2019
Bukit Merah,Maritime Square,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Maritime Square,Landed Properties,40,2019
Bukit Merah,Maritime Square,Condominiums and Other Apartments,3060,2019
Bukit Merah,Maritime Square,Others,0,2019
Bukit Merah,Redhill,HDB 1- and 2-Room Flats,1030,2019
Bukit Merah,Redhill,HDB 3-Room Flats,1020,2019
Bukit Merah,Redhill,HDB 4-Room Flats,980,2019
Bukit Merah,Redhill,HDB 5-Room and Executive Flats,980,2019
Bukit Merah,Redhill,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Redhill,Landed Properties,0,2019
Bukit Merah,Redhill,Condominiums and Other Apartments,1690,2019
Bukit Merah,Redhill,Others,30,2019
Bukit Merah,Singapore General Hospital,HDB 1- and 2-Room Flats,0,2019
Bukit Merah,Singapore General Hospital,HDB 3-Room Flats,0,2019
Bukit Merah,Singapore General Hospital,HDB 4-Room Flats,0,2019
Bukit Merah,Singapore General Hospital,HDB 5-Room and Executive Flats,0,2019
Bukit Merah,Singapore General Hospital,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Singapore General Hospital,Landed Properties,0,2019
Bukit Merah,Singapore General Hospital,Condominiums and Other Apartments,0,2019
Bukit Merah,Singapore General Hospital,Others,0,2019
Bukit Merah,Telok Blangah Drive,HDB 1- and 2-Room Flats,820,2019
Bukit Merah,Telok Blangah Drive,HDB 3-Room Flats,2330,2019
Bukit Merah,Telok Blangah Drive,HDB 4-Room Flats,3060,2019
Bukit Merah,Telok Blangah Drive,HDB 5-Room and Executive Flats,1160,2019
Bukit Merah,Telok Blangah Drive,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Telok Blangah Drive,Landed Properties,20,2019
Bukit Merah,Telok Blangah Drive,Condominiums and Other Apartments,440,2019
Bukit Merah,Telok Blangah Drive,Others,50,2019
Bukit Merah,Telok Blangah Rise,HDB 1- and 2-Room Flats,340,2019
Bukit Merah,Telok Blangah Rise,HDB 3-Room Flats,1890,2019
Bukit Merah,Telok Blangah Rise,HDB 4-Room Flats,1780,2019
Bukit Merah,Telok Blangah Rise,HDB 5-Room and Executive Flats,360,2019
Bukit Merah,Telok Blangah Rise,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Telok Blangah Rise,Landed Properties,50,2019
Bukit Merah,Telok Blangah Rise,Condominiums and Other Apartments,330,2019
Bukit Merah,Telok Blangah Rise,Others,50,2019
Bukit Merah,Telok Blangah Way,HDB 1- and 2-Room Flats,1150,2019
Bukit Merah,Telok Blangah Way,HDB 3-Room Flats,1850,2019
Bukit Merah,Telok Blangah Way,HDB 4-Room Flats,540,2019
Bukit Merah,Telok Blangah Way,HDB 5-Room and Executive Flats,440,2019
Bukit Merah,Telok Blangah Way,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Telok Blangah Way,Landed Properties,0,2019
Bukit Merah,Telok Blangah Way,Condominiums and Other Apartments,0,2019
Bukit Merah,Telok Blangah Way,Others,40,2019
Bukit Merah,Tiong Bahru,HDB 1- and 2-Room Flats,270,2019
Bukit Merah,Tiong Bahru,HDB 3-Room Flats,1420,2019
Bukit Merah,Tiong Bahru,HDB 4-Room Flats,2420,2019
Bukit Merah,Tiong Bahru,HDB 5-Room and Executive Flats,840,2019
Bukit Merah,Tiong Bahru,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Tiong Bahru,Landed Properties,20,2019
Bukit Merah,Tiong Bahru,Condominiums and Other Apartments,730,2019
Bukit Merah,Tiong Bahru,Others,100,2019
Bukit Merah,Tiong Bahru Station,HDB 1- and 2-Room Flats,780,2019
Bukit Merah,Tiong Bahru Station,HDB 3-Room Flats,370,2019
Bukit Merah,Tiong Bahru Station,HDB 4-Room Flats,2440,2019
Bukit Merah,Tiong Bahru Station,HDB 5-Room and Executive Flats,1450,2019
Bukit Merah,Tiong Bahru Station,HUDC Flats (excluding those privatised),0,2019
Bukit Merah,Tiong Bahru Station,Landed Properties,0,2019
Bukit Merah,Tiong Bahru Station,Condominiums and Other Apartments,980,2019
Bukit Merah,Tiong Bahru Station,Others,10,2019
Bukit Panjang,Bangkit,HDB 1- and 2-Room Flats,0,2019
Bukit Panjang,Bangkit,HDB 3-Room Flats,1100,2019
Bukit Panjang,Bangkit,HDB 4-Room Flats,3570,2019
Bukit Panjang,Bangkit,HDB 5-Room and Executive Flats,1490,2019
Bukit Panjang,Bangkit,HUDC Flats (excluding those privatised),0,2019
Bukit Panjang,Bangkit,Landed Properties,0,2019
Bukit Panjang,Bangkit,Condominiums and Other Apartments,880,2019
Bukit Panjang,Bangkit,Others,20,2019
Bukit Panjang,Dairy Farm,HDB 1- and 2-Room Flats,0,2019
Bukit Panjang,Dairy Farm,HDB 3-Room Flats,0,2019
Bukit Panjang,Dairy Farm,HDB 4-Room Flats,0,2019
Bukit Panjang,Dairy Farm,HDB 5-Room and Executive Flats,0,2019
Bukit Panjang,Dairy Farm,HUDC Flats (excluding those privatised),0,2019
Bukit Panjang,Dairy Farm,Landed Properties,590,2019
Bukit Panjang,Dairy Farm,Condominiums and Other Apartments,2090,2019
Bukit Panjang,Dairy Farm,Others,0,2019
Bukit Panjang,Fajar,HDB 1- and 2-Room Flats,270,2019
Bukit Panjang,Fajar,HDB 3-Room Flats,620,2019
Bukit Panjang,Fajar,HDB 4-Room Flats,4040,2019
Bukit Panjang,Fajar,HDB 5-Room and Executive Flats,3320,2019
Bukit Panjang,Fajar,HUDC Flats (excluding those privatised),0,2019
Bukit Panjang,Fajar,Landed Properties,0,2019
Bukit Panjang,Fajar,Condominiums and Other Apartments,0,2019
Bukit Panjang,Fajar,Others,0,2019
Bukit Panjang,Jelebu,HDB 1- and 2-Room Flats,0,2019
Bukit Panjang,Jelebu,HDB 3-Room Flats,1520,2019
Bukit Panjang,Jelebu,HDB 4-Room Flats,2960,2019
Bukit Panjang,Jelebu,HDB 5-Room and Executive Flats,3050,2019
Bukit Panjang,Jelebu,HUDC Flats (excluding those privatised),0,2019
Bukit Panjang,Jelebu,Landed Properties,160,2019
Bukit Panjang,Jelebu,Condominiums and Other Apartments,2700,2019
Bukit Panjang,Jelebu,Others,10,2019
Bukit Panjang,Nature Reserve,HDB 1- and 2-Room Flats,0,2019
Bukit Panjang,Nature Reserve,HDB 3-Room Flats,0,2019
Bukit Panjang,Nature Reserve,HDB 4-Room Flats,0,2019
Bukit Panjang,Nature Reserve,HDB 5-Room and Executive Flats,0,2019
Bukit Panjang,Nature Reserve,HUDC Flats (excluding those privatised),0,2019
Bukit Panjang,Nature Reserve,Landed Properties,200,2019
Bukit Panjang,Nature Reserve,Condominiums and Other Apartments,1350,2019
Bukit Panjang,Nature Reserve,Others,0,2019
Bukit Panjang,Saujana,HDB 1- and 2-Room Flats,110,2019
Bukit Panjang,Saujana,HDB 3-Room Flats,230,2019
Bukit Panjang,Saujana,HDB 4-Room Flats,3100,2019
Bukit Panjang,Saujana,HDB 5-Room and Executive Flats,3490,2019
Bukit Panjang,Saujana,HUDC Flats (excluding those privatised),0,2019
Bukit Panjang,Saujana,Landed Properties,0,2019
Bukit Panjang,Saujana,Condominiums and Other Apartments,600,2019
Bukit Panjang,Saujana,Others,0,2019
Bukit Panjang,Senja,HDB 1- and 2-Room Flats,760,2019
Bukit Panjang,Senja,HDB 3-Room Flats,210,2019
Bukit Panjang,Senja,HDB 4-Room Flats,3020,2019
Bukit Panjang,Senja,HDB 5-Room and Executive Flats,2450,2019
Bukit Panjang,Senja,HUDC Flats (excluding those privatised),0,2019
Bukit Panjang,Senja,Landed Properties,0,2019
Bukit Panjang,Senja,Condominiums and Other Apartments,0,2019
Bukit Panjang,Senja,Others,0,2019
Bukit Timah,Anak Bukit,HDB 1- and 2-Room Flats,130,2019
Bukit Timah,Anak Bukit,HDB 3-Room Flats,20,2019
Bukit Timah,Anak Bukit,HDB 4-Room Flats,670,2019
Bukit Timah,Anak Bukit,HDB 5-Room and Executive Flats,890,2019
Bukit Timah,Anak Bukit,HUDC Flats (excluding those privatised),0,2019
Bukit Timah,Anak Bukit,Landed Properties,2120,2019
Bukit Timah,Anak Bukit,Condominiums and Other Apartments,4100,2019
Bukit Timah,Anak Bukit,Others,80,2019
Bukit Timah,Coronation Road,HDB 1- and 2-Room Flats,0,2019
Bukit Timah,Coronation Road,HDB 3-Room Flats,0,2019
Bukit Timah,Coronation Road,HDB 4-Room Flats,0,2019
Bukit Timah,Coronation Road,HDB 5-Room and Executive Flats,0,2019
Bukit Timah,Coronation Road,HUDC Flats (excluding those privatised),0,2019
Bukit Timah,Coronation Road,Landed Properties,1270,2019
Bukit Timah,Coronation Road,Condominiums and Other Apartments,1020,2019
Bukit Timah,Coronation Road,Others,30,2019
Bukit Timah,Farrer Court,HDB 1- and 2-Room Flats,0,2019
Bukit Timah,Farrer Court,HDB 3-Room Flats,400,2019
Bukit Timah,Farrer Court,HDB 4-Room Flats,180,2019
Bukit Timah,Farrer Court,HDB 5-Room and Executive Flats,100,2019
Bukit Timah,Farrer Court,HUDC Flats (excluding those privatised),0,2019
Bukit Timah,Farrer Court,Landed Properties,300,2019
Bukit Timah,Farrer Court,Condominiums and Other Apartments,2530,2019
Bukit Timah,Farrer Court,Others,40,2019
Bukit Timah,Hillcrest,HDB 1- and 2-Room Flats,0,2019
Bukit Timah,Hillcrest,HDB 3-Room Flats,0,2019
Bukit Timah,Hillcrest,HDB 4-Room Flats,0,2019
Bukit Timah,Hillcrest,HDB 5-Room and Executive Flats,0,2019
Bukit Timah,Hillcrest,HUDC Flats (excluding those privatised),0,2019
Bukit Timah,Hillcrest,Landed Properties,1790,2019
Bukit Timah,Hillcrest,Condominiums and Other Apartments,1870,2019
Bukit Timah,Hillcrest,Others,30,2019
Bukit Timah,Holland Road,HDB 1- and 2-Room Flats,0,2019
Bukit Timah,Holland Road,HDB 3-Room Flats,0,2019
Bukit Timah,Holland Road,HDB 4-Room Flats,0,2019
Bukit Timah,Holland Road,HDB 5-Room and Executive Flats,0,2019
Bukit Timah,Holland Road,HUDC Flats (excluding those privatised),0,2019
Bukit Timah,Holland Road,Landed Properties,1480,2019
Bukit Timah,Holland Road,Condominiums and Other Apartments,3090,2019
Bukit Timah,Holland Road,Others,20,2019
Bukit Timah,Leedon Park,HDB 1- and 2-Room Flats,0,2019
Bukit Timah,Leedon Park,HDB 3-Room Flats,0,2019
Bukit Timah,Leedon Park,HDB 4-Room Flats,0,2019
Bukit Timah,Leedon Park,HDB 5-Room and Executive Flats,0,2019
Bukit Timah,Leedon Park,HUDC Flats (excluding those privatised),0,2019
Bukit Timah,Leedon Park,Landed Properties,1640,2019
Bukit Timah,Leedon Park,Condominiums and Other Apartments,1670,2019
Bukit Timah,Leedon Park,Others,0,2019
Bukit Timah,Swiss Club,HDB 1- and 2-Room Flats,0,2019
Bukit Timah,Swiss Club,HDB 3-Room Flats,0,2019
Bukit Timah,Swiss Club,HDB 4-Room Flats,0,2019
Bukit Timah,Swiss Club,HDB 5-Room and Executive Flats,0,2019
Bukit Timah,Swiss Club,HUDC Flats (excluding those privatised),0,2019
Bukit Timah,Swiss Club,Landed Properties,1140,2019
Bukit Timah,Swiss Club,Condominiums and Other Apartments,860,2019
Bukit Timah,Swiss Club,Others,40,2019
Bukit Timah,Ulu Pandan,HDB 1- and 2-Room Flats,0,2019
Bukit Timah,Ulu Pandan,HDB 3-Room Flats,0,2019
Bukit Timah,Ulu Pandan,HDB 4-Room Flats,0,2019
Bukit Timah,Ulu Pandan,HDB 5-Room and Executive Flats,0,2019
Bukit Timah,Ulu Pandan,HUDC Flats (excluding those privatised),0,2019
Bukit Timah,Ulu Pandan,Landed Properties,1000,2019
Bukit Timah,Ulu Pandan,Condominiums and Other Apartments,3460,2019
Bukit Timah,Ulu Pandan,Others,0,2019
Central Water Catchment,Central Water Catchment,HDB 1- and 2-Room Flats,0,2019
Central Water Catchment,Central Water Catchment,HDB 3-Room Flats,0,2019
Central Water Catchment,Central Water Catchment,HDB 4-Room Flats,0,2019
Central Water Catchment,Central Water Catchment,HDB 5-Room and Executive Flats,0,2019
Central Water Catchment,Central Water Catchment,HUDC Flats (excluding those privatised),0,2019
Central Water Catchment,Central Water Catchment,Landed Properties,0,2019
Central Water Catchment,Central Water Catchment,Condominiums and Other Apartments,0,2019
Central Water Catchment,Central Water Catchment,Others,0,2019
Changi,Changi Airport,HDB 1- and 2-Room Flats,0,2019
Changi,Changi Airport,HDB 3-Room Flats,0,2019
Changi,Changi Airport,HDB 4-Room Flats,0,2019
Changi,Changi Airport,HDB 5-Room and Executive Flats,0,2019
Changi,Changi Airport,HUDC Flats (excluding those privatised),0,2019
Changi,Changi Airport,Landed Properties,0,2019
Changi,Changi Airport,Condominiums and Other Apartments,0,2019
Changi,Changi Airport,Others,0,2019
Changi,Changi Point,HDB 1- and 2-Room Flats,0,2019
Changi,Changi Point,HDB 3-Room Flats,160,2019
Changi,Changi Point,HDB 4-Room Flats,0,2019
Changi,Changi Point,HDB 5-Room and Executive Flats,0,2019
Changi,Changi Point,HUDC Flats (excluding those privatised),0,2019
Changi,Changi Point,Landed Properties,120,2019
Changi,Changi Point,Condominiums and Other Apartments,0,2019
Changi,Changi Point,Others,70,2019
Changi,Changi West,HDB 1- and 2-Room Flats,0,2019
Changi,Changi West,HDB 3-Room Flats,0,2019
Changi,Changi West,HDB 4-Room Flats,0,2019
Changi,Changi West,HDB 5-Room and Executive Flats,0,2019
Changi,Changi West,HUDC Flats (excluding those privatised),0,2019
Changi,Changi West,Landed Properties,70,2019
Changi,Changi West,Condominiums and Other Apartments,40,2019
Changi,Changi West,Others,0,2019
Changi Bay,Changi Bay,HDB 1- and 2-Room Flats,0,2019
Changi Bay,Changi Bay,HDB 3-Room Flats,0,2019
Changi Bay,Changi Bay,HDB 4-Room Flats,0,2019
Changi Bay,Changi Bay,HDB 5-Room and Executive Flats,0,2019
Changi Bay,Changi Bay,HUDC Flats (excluding those privatised),0,2019
Changi Bay,Changi Bay,Landed Properties,0,2019
Changi Bay,Changi Bay,Condominiums and Other Apartments,0,2019
Changi Bay,Changi Bay,Others,0,2019
Choa Chu Kang,Choa Chu Kang Central,HDB 1- and 2-Room Flats,0,2019
Choa Chu Kang,Choa Chu Kang Central,HDB 3-Room Flats,0,2019
Choa Chu Kang,Choa Chu Kang Central,HDB 4-Room Flats,2350,2019
Choa Chu Kang,Choa Chu Kang Central,HDB 5-Room and Executive Flats,1610,2019
Choa Chu Kang,Choa Chu Kang Central,HUDC Flats (excluding those privatised),0,2019
Choa Chu Kang,Choa Chu Kang Central,Landed Properties,0,2019
Choa Chu Kang,Choa Chu Kang Central,Condominiums and Other Apartments,2920,2019
Choa Chu Kang,Choa Chu Kang Central,Others,10,2019
Choa Chu Kang,Choa Chu Kang North,HDB 1- and 2-Room Flats,690,2019
Choa Chu Kang,Choa Chu Kang North,HDB 3-Room Flats,180,2019
Choa Chu Kang,Choa Chu Kang North,HDB 4-Room Flats,2570,2019
Choa Chu Kang,Choa Chu Kang North,HDB 5-Room and Executive Flats,4350,2019
Choa Chu Kang,Choa Chu Kang North,HUDC Flats (excluding those privatised),0,2019
Choa Chu Kang,Choa Chu Kang North,Landed Properties,520,2019
Choa Chu Kang,Choa Chu Kang North,Condominiums and Other Apartments,710,2019
Choa Chu Kang,Choa Chu Kang North,Others,0,2019
Choa Chu Kang,Keat Hong,HDB 1- and 2-Room Flats,610,2019
Choa Chu Kang,Keat Hong,HDB 3-Room Flats,620,2019
Choa Chu Kang,Keat Hong,HDB 4-Room Flats,5010,2019
Choa Chu Kang,Keat Hong,HDB 5-Room and Executive Flats,3280,2019
Choa Chu Kang,Keat Hong,HUDC Flats (excluding those privatised),0,2019
Choa Chu Kang,Keat Hong,Landed Properties,60,2019
Choa Chu Kang,Keat Hong,Condominiums and Other Apartments,2020,2019
Choa Chu Kang,Keat Hong,Others,20,2019
Choa Chu Kang,Peng Siang,HDB 1- and 2-Room Flats,270,2019
Choa Chu Kang,Peng Siang,HDB 3-Room Flats,240,2019
Choa Chu Kang,Peng Siang,HDB 4-Room Flats,5720,2019
Choa Chu Kang,Peng Siang,HDB 5-Room and Executive Flats,3430,2019
Choa Chu Kang,Peng Siang,HUDC Flats (excluding those privatised),0,2019
Choa Chu Kang,Peng Siang,Landed Properties,0,2019
Choa Chu Kang,Peng Siang,Condominiums and Other Apartments,500,2019
Choa Chu Kang,Peng Siang,Others,0,2019
Choa Chu Kang,Teck Whye,HDB 1- and 2-Room Flats,690,2019
Choa Chu Kang,Teck Whye,HDB 3-Room Flats,1430,2019
Choa Chu Kang,Teck Whye,HDB 4-Room Flats,3140,2019
Choa Chu Kang,Teck Whye,HDB 5-Room and Executive Flats,2200,2019
Choa Chu Kang,Teck Whye,HUDC Flats (excluding those privatised),0,2019
Choa Chu Kang,Teck Whye,Landed Properties,0,2019
Choa Chu Kang,Teck Whye,Condominiums and Other Apartments,340,2019
Choa Chu Kang,Teck Whye,Others,40,2019
Choa Chu Kang,Yew Tee,HDB 1- and 2-Room Flats,0,2019
Choa Chu Kang,Yew Tee,HDB 3-Room Flats,0,2019
Choa Chu Kang,Yew Tee,HDB 4-Room Flats,4680,2019
Choa Chu Kang,Yew Tee,HDB 5-Room and Executive Flats,5850,2019
Choa Chu Kang,Yew Tee,HUDC Flats (excluding those privatised),0,2019
Choa Chu Kang,Yew Tee,Landed Properties,0,2019
Choa Chu Kang,Yew Tee,Condominiums and Other Apartments,1550,2019
Choa Chu Kang,Yew Tee,Others,0,2019
Clementi,Clementi Central,HDB 1- and 2-Room Flats,50,2019
Clementi,Clementi Central,HDB 3-Room Flats,2060,2019
Clementi,Clementi Central,HDB 4-Room Flats,1900,2019
Clementi,Clementi Central,HDB 5-Room and Executive Flats,400,2019
Clementi,Clementi Central,HUDC Flats (excluding those privatised),0,2019
Clementi,Clementi Central,Landed Properties,260,2019
Clementi,Clementi Central,Condominiums and Other Apartments,660,2019
Clementi,Clementi Central,Others,190,2019
Clementi,Clementi North,HDB 1- and 2-Room Flats,470,2019
Clementi,Clementi North,HDB 3-Room Flats,5840,2019
Clementi,Clementi North,HDB 4-Room Flats,3860,2019
Clementi,Clementi North,HDB 5-Room and Executive Flats,1540,2019
Clementi,Clementi North,HUDC Flats (excluding those privatised),0,2019
Clementi,Clementi North,Landed Properties,0,2019
Clementi,Clementi North,Condominiums and Other Apartments,0,2019
Clementi,Clementi North,Others,120,2019
Clementi,Clementi West,HDB 1- and 2-Room Flats,0,2019
Clementi,Clementi West,HDB 3-Room Flats,3100,2019
Clementi,Clementi West,HDB 4-Room Flats,1290,2019
Clementi,Clementi West,HDB 5-Room and Executive Flats,350,2019
Clementi,Clementi West,HUDC Flats (excluding those privatised),0,2019
Clementi,Clementi West,Landed Properties,100,2019
Clementi,Clementi West,Condominiums and Other Apartments,1900,2019
Clementi,Clementi West,Others,100,2019
Clementi,Clementi Woods,HDB 1- and 2-Room Flats,720,2019
Clementi,Clementi Woods,HDB 3-Room Flats,1320,2019
Clementi,Clementi Woods,HDB 4-Room Flats,1800,2019
Clementi,Clementi Woods,HDB 5-Room and Executive Flats,950,2019
Clementi,Clementi Woods,HUDC Flats (excluding those privatised),0,2019
